model,model_path,task_id,api,instruction_id,source_api_index,source_instance_index,target_tool,prompt_tokens,y_tokens,y_mean_token_probability,y_log_probability,z_tokens,z_mean_token_probability,z_log_probability,a_tokens,a_mean_token_probability,a_log_probability
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Nutritionix__2::1,Nutritionix__2,1,107,9,getVendingMachineData,861,57,0.9173104780246812,-52.79298400878906,27,0.8630177436039953,-48.513200759887695,30,0.9661739390032986,-4.279783248901367
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Forismatic::0,Forismatic,0,250,1,searchQuote,439,50,0.9474401550885523,-11.439022064208984,21,0.928776635655335,-3.1104354858398438,29,0.9609551174367441,-8.32858657836914
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Forismatic::1,Forismatic,1,250,5,searchQuote,437,54,0.8971958686450778,-31.07046127319336,20,0.8897174542129506,-10.564075469970703,34,0.9015949359580939,-20.506385803222656
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Safe Browsing::0,Google Safe Browsing,0,130,8,checkUrlSafety,522,37,0.8249716625334085,-46.194114685058594,9,0.3973002352204975,-39.62244415283203,28,0.9624374784554155,-6.5716705322265625
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Google Safe Browsing::1,Google Safe Browsing,1,130,9,checkMultipleUrlsSafety,528,67,0.9316426776489634,-22.12848472595215,24,0.8115519467201011,-22.070175170898438,43,0.9986700623534447,-0.05830955505371094
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Noctua::0,Noctua,0,32,0,getHistoricalWeatherData,1047,79,0.9307423830864878,-36.86274719238281,19,0.8272432967726336,-15.02664566040039,60,0.9635170937525416,-21.836101531982422
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Noctua::1,Noctua,1,32,6,getHistoricalWeatherData,1037,82,0.950145920817907,-21.250341415405273,19,0.825692929081652,-20.163108825683594,63,0.9876793627701108,-1.0872325897216797
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy::0,Giphy,0,39,2,getTrendingGifs,805,61,0.9144473832268096,-25.74553871154785,19,0.8832575850139714,-7.461803436279297,42,0.928557053846903,-18.283735275268555
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Giphy::1,Giphy,1,39,6,searchGifs,823,81,0.8617147685760115,-61.08909606933594,21,0.673144888067327,-34.49433135986328,60,0.9277142267540511,-26.594764709472656
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Yo Momma Jokes::0,Yo Momma Jokes,0,398,6,getRandomJoke,462,34,0.8676063903223942,-14.091852188110352,16,0.8411745028570294,-6.972978591918945,18,0.8911014014027184,-7.118873596191406
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,Yo Momma Jokes::1,Yo Momma Jokes,1,398,7,getCustomJoke,468,56,0.9005081357484609,-21.58990478515625,31,0.823515561664716,-21.484310150146484,25,0.9959789276123047,-0.10559463500976562
unlearned,/projects/standard/mhong/shared/jiajunr/npo_gdr_ckpt/npo_gdr_ep5,JSONbin.io::0,JSONbin.io,0,331,7,createBin,798,43,0.8317386917756372,-39.780330657958984,12,0.5808474271179875,-28.143659591674805,31,0.9288578909979532,-11.63667106628418
